date,cases_daily,deaths_daily,cases_ma7,deaths_ma7,cCFR,mCFR,BrtaCFR_mean_raw,BrtaCFR_lower_raw,BrtaCFR_upper_raw,BrtaCFR_mean_smooth,BrtaCFR_lower_smooth,BrtaCFR_upper_smooth
2021-11-15,95.0,0.0,177.42857142857142,2.0,0.01062089988177751,0.010653271066450793,0.007361626879954662,0.0032095904154864525,0.014190380697600919,0.006843922968239583,0.002930040090664385,0.013713956834376227
2021-11-16,135.0,4.0,168.85714285714286,2.142857142857143,0.010622386922370407,0.010652941921984037,0.007345462224192707,0.0030460086127425874,0.014367735914848734,0.006818107532209342,0.0029182860496356987,0.013666835710768738
2021-11-17,205.0,5.0,169.0,2.5714285714285716,0.010624022249261254,0.010653336042769204,0.007202810551733667,0.0031803265238373917,0.014442527780737954,0.006793200701919967,0.0029070346120384123,0.013621221330115209
2021-11-18,162.0,6.0,160.71428571428572,2.7142857142857144,0.010626501249665424,0.010654441067137838,0.006962779400126673,0.002915632316533616,0.014059553263533711,0.006768869609220632,0.002896136524180355,0.013576459305856126
2021-11-19,156.0,0.0,156.85714285714286,2.7142857142857144,0.010625540922409568,0.010652182264783148,0.007038381073639487,0.0030003058718971486,0.013885382488885897,0.006744776580633905,0.0028854405752046313,0.013531884835745942
2021-11-20,114.0,5.0,144.71428571428572,3.142857142857143,0.010627735568824537,0.010652942122239347,0.007174353167794558,0.0030780244731376683,0.014374746119726419,0.006720582605146451,0.0028747951508244223,0.01348682947559418
2021-11-21,141.0,0.0,144.0,2.857142857142857,0.010626867608123614,0.010650907463699706,0.007184276058368452,0.003131163448629751,0.0139628728992846,0.006695950700720152,0.002864049741094323,0.01344062772922936
2021-11-22,48.0,2.0,137.28571428571428,3.142857142857143,0.010627730563369922,0.01065013948564506,0.007404744570630026,0.0027840111166970425,0.015053770473801794,0.006670549153412349,0.0028530563907464205,0.013392623403415614
2021-11-23,102.0,2.0,132.57142857142858,2.857142857142857,0.010628261062200607,0.010649474421925093,0.007430666885900031,0.003116824862511624,0.014705227261733811,0.0066440546056174814,0.0028416710817683825,0.013342175681378608
2021-11-24,81.0,1.0,114.85714285714286,2.2857142857142856,0.010628341626590314,0.010648327271812011,0.007461387182452683,0.0033805132967949644,0.015136344726286974,0.006616154972608,0.0028297550390630347,0.013288664873612785
2021-11-25,118.0,1.0,108.57142857142857,1.5714285714285714,0.010628194452004898,0.010647272540985157,0.0075011034114511755,0.003277176760592672,0.014838447106043682,0.00658655216922158,0.002817175951188165,0.013231497809674737
2021-11-26,121.0,4.0,103.57142857142857,2.142857142857143,0.010629766008490147,0.010648042705274243,0.007460529788654416,0.0031619999875698666,0.014153490443037289,0.00655496463118102,0.002803809099317623,0.01317011283965621
2021-11-27,118.0,1.0,104.14285714285714,1.5714285714285714,0.010629618756951838,0.01064714997201088,0.00766616780170974,0.0031590900955860454,0.01495856017314348,0.0065211296181144,0.0027895383886786954,0.013103984418922354
